id,Created (UTC),Active,Currency,Url,Name,credits (metadata),package (metadata)
plink_1RevfyE7rYAIcmqESt1qk0LF,2025-06-28 10:08,true,aed,https://buy.stripe.com/test_00w5kD6AAaxK8Cw8zl2VG08,10 Credits - Basic Package,10,basic
plink_1ReveDE7rYAIcmqEmLGuJfqt,2025-06-28 10:06,true,aed,https://buy.stripe.com/test_bJe14ne327ly3ic2aX2VG07,500 Credits - Enterprise Package,500,enterprise
plink_1RevdeE7rYAIcmqE2BcLUbFv,2025-06-28 10:05,true,aed,https://buy.stripe.com/test_eVq14n3oo21e7ysbLx2VG06,100 Credits - Premium Package,100,premium
plink_1RevSQE7rYAIcmqEkIMDi3jf,2025-06-28 09:54,true,aed,https://buy.stripe.com/test_8x2aEXf76bBOaKE9Dp2VG05,50 Credits - Popular Package,50,popular
